Principio Attivo;Descrizione Gruppo Equivalenza;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno ;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 3.000 LT METRI CUBI SVOLTI 2566,62;OSSIGENO*gas med criogenico contenitore fisso 3.000 litri;6,55/m³;4,20/m³;-;SOL SpA;039132232;065;2.566,62;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 3.000 LT METRI CUBI SVOLTI 2566,62;OSSIGENO*gas med criogenico contenitore fisso 3.000 litri;6,55/m³;4,20/m³;-;LINDE MEDICALE Srl;039133208;065;2.566,62;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 3.000 LT METRI CUBI SVOLTI 2566,62;OSSIGENO*gas med criogenico contenitore fisso 3.000 litri;6,55/m³;4,20/m³;-;SICO SpA;039134251;065;2.566,62;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 3.000 LT METRI CUBI SVOLTI 2566,62;OSSIGENO*gas med criogenico contenitore fisso 3.000 litri;6,55/m³;4,20/m³;-;CER MEDICAL Srl;039150420;065;2.566,62;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 30.000 LT METRI CUBI SVOLTI 25666,20;OSSIGENO*gas med criogenico contenitore fisso 30.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE Sanita' Serv. SpA;038904773;067;25.666,20;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 30.000 LT METRI CUBI SVOLTI 25666,20;OSSIGENO*gas med criogenico contenitore fisso 30.000 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943609;067;25.666,20;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 30.000 LT METRI CUBI SVOLTI 25666,20;OSSIGENO*gas med criogenico contenitore fisso 30.000 litri;6,55/m³;4,20/m³;-;MEDICAIR Srl;039110073;067;25.666,20;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 30.000 LT METRI CUBI SVOLTI 25666,20;OSSIGENO*gas med criogenico contenitore fisso 30.000 litri;6,55/m³;4,20/m³;-;SOL SpA;039132283;067;25.666,20;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 35.000 LT METRI CUBI SVOLTI 29943,90;OSSIGENO*gas med criogenico contenitore fisso 35.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE Sanita' Serv. SpA;038904898;068;29.943,90;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 4.000 LT METRI CUBI SVOLTI 3422,16;OSSIGENO*gas med criogenico contenitore fisso 4.000 litri;6,55/m³;4,20/m³;-;SAPIO PRODUZ.IDROGENO OSSIGENO;038901613;069;3.422,16;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 4.000 LT METRI CUBI SVOLTI 3422,16;OSSIGENO*gas med criogenico contenitore fisso 4.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE Sanita' Serv. SpA;038904710;069;3.422,16;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 4.000 LT METRI CUBI SVOLTI 3422,16;OSSIGENO*gas med criogenico contenitore fisso 4.000 litri;6,55/m³;4,20/m³;-;CER MEDICAL Srl;039150432;069;3.422,16;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;SAPIO PRODUZ.IDROGENO OSSIGENO;038901563;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE Sanita' Serv. SpA;038904722;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;CONSORZIO ITALIANO OSSIGENO;038907325;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943546;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;NIPPON GASES PHARMA Srl       ;038944397;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;IBO IND.BRESCIANA OSSIGENO Srl;039103027;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;MEDICAIR Srl;039110046;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;SOL SpA;039132244;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;LINDE MEDICALE Srl;039133210;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;SICO SpA;039134263;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;CER MEDICAL Srl;039150444;070;4.277,70;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;SAPIO PRODUZ.IDROGENO OSSIGENO;038901649;072;5.133,24;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE Sanita' Serv. SpA;038904734;072;5.133,24;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943559;072;5.133,24;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;SICO SpA;039134503;072;5.133,24;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;VOXISUD Srl;039160179;072;5.133,24;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 800 LT METRI CUBI SVOLTI 684,43;OSSIGENO*gas med criogenico contenitore fisso 800 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE Sanita' Serv. SpA;038904660;073;684,43;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS CRIOGENICO 800 LT METRI CUBI SVOLTI 684,43;OSSIGENO*gas med criogenico contenitore fisso 800 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943508;073;684,43;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140,8;OXO*200 bar gas med compresso pacco bomb 16 bomb 40 litri;1.361,54;872,96;-;EURO OSSIGENO Srl;038960050;043;140,80;;;;;;;;;;;;;;;;
Ossigeno;OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176;OXO*200 bar gas med compresso pacco bomb 16 bomb 50 litri;1.701,92;1.091,20;-;EURO OSSIGENO Srl;038960062;044;176,00;;;;;;;;;;;;;;;;
Ossitocina;OSSITOCINA 5UI 1ML 6 UNITA' USO PARENTERALE;SYNTOCINON*6 fiale IM EV 5 UI 1 ml;3,10;1,88;-;ALFASIGMA SpA;014684029;BGT;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;ELOXATIN*1 flacone EV 100 mg 20 ml 5 mg/ml;581,77;352,50;-;SANOFI SpA;034411049;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;ELOXATIN*1 flacone EV 50 mg 10 ml 5 mg/ml;290,87;176,29;-;SANOFI SpA;034411037;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO KABI*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;-;FRESENIUS KABI ITALIA Srl;039170028;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 150MG 30ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino 150 mg/30 ml;610,84;370,12;-;SANDOZ SpA;040654067;BGQ;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;-;TEVA ITALIA Srl;038107037;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;-;SANDOZ SpA;040654042;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg/20 ml 5 mg/ml;407,23;246,74;-;SUN PHARMACEUTICAL IND.EU.B.V.;041761038;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;-;TEVA ITALIA Srl;038107076;BGR;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;-;FRESENIUS KABI ITALIA Srl;039170030;BGR;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;-;SANDOZ SpA;040654055;BGR;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg/40 ml 5 mg/ml;570,12;345,45;-;SUN PHARMACEUTICAL IND.EU.B.V.;041761053;BGR;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 10 ml;203,67;123,41;-;ACCORD HEALTHCARE SLU;041274010;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 20 ml;407,23;246,74;-;ACCORD HEALTHCARE SLU;041274022;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 40 ml;570,12;345,45;-;ACCORD HEALTHCARE SLU;041274034;BGR;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml;203,67;123,41;-;SUN PHARMACEUTICAL IND.EU.B.V.;041761014;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml 5 mg/ml;203,67;123,41;-;TEVA ITALIA Srl;038107025;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml 5 mg/ml;203,67;123,41;-;FRESENIUS KABI ITALIA Srl;039170016;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg/10 ml;203,67;123,41;-;SANDOZ SpA;040654016;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino infus 10 ml 50 mg;203,67;123,41;-;AUROBINDO PHARMA ITALIA Srl;039999014;BGS;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino infus 20 ml 100 mg;407,23;246,74;-;AUROBINDO PHARMA ITALIA Srl;039999026;BGP;;;;;;;;;;;;;;;;;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino infus 40 ml 200 mg;570,12;345,45;-;AUROBINDO PHARMA ITALIA Srl;039999038;BGR;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 50ML 1 UNITA' USO PARENTERALE;ABRAXANE*1 flaconcino EV 100 mg polv 5 mg/ml;364,92;221,11;-;CELGENE EUROPE BV;039399011;BGV;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml;418,15;253,37;-;TEVA ITALIA Srl;037112024;BGU;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml;418,15;253,37;-;MYLAN SpA;037771021;BGU;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml;418,15;253,37;-;FRESENIUS KABI ITALIA Srl;039405030;BGU;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml 6 mg/ml;418,15;253,37;-;SANDOZ SpA;037807029;BGU;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml 6 mg/ml;418,15;253,37;-;AUROBINDO PHARMA ITALIA Srl;038720025;BGU;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml 6 mg/ml;418,15;253,37;-;ACCORD HEALTHCARE SLU;040573026;BGU;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml;627,26;380,06;-;TEVA ITALIA Srl;037112051;BGW;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml 6 mg/ml;627,26;380,06;-;AUROBINDO PHARMA ITALIA Srl;038720037;BGW;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml 6 mg/ml;627,26;380,06;-;ACCORD HEALTHCARE SLU;040573040;BGW;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml;125,46;76,02;-;TEVA ITALIA Srl;037112012;BGY;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml;125,46;76,02;-;MYLAN SpA;037771019;BGY;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;627,26;380,06;-;SANDOZ SpA;037807031;BGY;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;125,46;76,02;-;AUROBINDO PHARMA ITALIA Srl;038720013;BGY;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;125,46;76,02;-;FRESENIUS KABI ITALIA Srl;039405016;BGY;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;125,46;76,02;-;ACCORD HEALTHCARE SLU;040573014;BGY;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml;1.254,50;760,12;-;TEVA ITALIA Srl;037112036;BGX;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml;1.254,50;760,11;-;MYLAN SpA;037771033;BGX;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1.254,50;760,12;-;SANDOZ SpA;037807043;BGX;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1.254,50;760,12;-;AUROBINDO PHARMA ITALIA Srl;038720049;BGX;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1.254,50;760,12;-;FRESENIUS KABI ITALIA Srl;039405055;BGX;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1.254,50;760,12;-;ACCORD HEALTHCARE SLU;040573038;BGX;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 30MG 5ML 5 UNITA' USO PARENTERALE;PACLITAXEL*5 flaconcini EV 30 mg 5 ml 6 mg/ml;627,29;380,09;-;SANDOZ SpA;037807056;BGZ;;;;;;;;;;;;;;;;;
Paclitaxel;PACLITAXEL 100MG 50ML 1 UNITA' USO PARENTERALE;PAZENIR*1 flaconcino EV polv 100 mg 5 mg/ml;249,24;151,02;-;TEVA ITALIA Srl               ;047855010;BGV;;;;;;;;;;;;;;;;;
Padeliporfina;PADELIPORFINA 183MG 1 UNITA' USO PARENTERALE;TOOKAD*1 flaconcino EV polvere 183 mg;7.014,19;4.250,00;-;STEBA BIOTECH S.A.;045774015;KOT;;;;;;;;;;;;;;;;;
Padeliporfina;PADELIPORFINA 366MG 1 UNITA' USO PARENTERALE;TOOKAD*1 flaconcino EV polvere 366 mg;14.028,39;8.500,00;-;STEBA BIOTECH S.A.;045774027;KQU;;;;;;;;;;;;;;;;;
Palbociclib;PALBOCICLIB 100MG 21 UNITA' USO ORALE;IBRANCE*21 cps 100 mg;5.941,43;3.600,00;-;PFIZER EUROPE MA EEIG;045172032;JYS;;;;;;;;;;;;;;;;;
Palbociclib;PALBOCICLIB 125MG 21 UNITA' USO ORALE;IBRANCE*21 cps 125 mg;5.941,43;3.600,00;-;PFIZER EUROPE MA EEIG;045172057;JYT;;;;;;;;;;;;;;;;;
Palbociclib;PALBOCICLIB 75MG 21 UNITA' USO ORALE;IBRANCE*21 cps 75 mg;5.941,43;3.600,00;-;PFIZER EUROPE MA EEIG;045172018;JYU;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 175MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 175 mg 0,875 ml 200 mg/ml rilascio prolungato + 2 aghi;1.011,90;613,11;-;JANSSEN CILAG INTERNAT.N.V.;043799079;JYL;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 263MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 263 mg 1,315 ml 200 mg/ml rilascio prolungato + 2 aghi;1.305,69;791,13;-;JANSSEN CILAG INTERNAT.N.V.;043799081;JYM;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 350MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 350 mg 1,750 ml 200 mg/ml rilascio prolungato + 2 aghi;1.632,11;988,91;-;JANSSEN CILAG INTERNAT.N.V.;043799093;JYN;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 525MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 525 mg 2,625 ml 200 mg/ml rilascio prolungato + 2 aghi;2.040,13;1.236,14;-;JANSSEN CILAG INTERNAT.N.V.;043799105;JYO;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 50MG 1 UNITA' USO PARENTERALE RP;XEPLION*1 siringa IM 50 mg rilascio prolungato + 2 aghi;337,30;204,38;-;JANSSEN CILAG INTERNAT.N.V.;041004021;BHE;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 100MG 1 UNITA' USO PARENTERALE RP;XEPLION*1 siringa preriempita IM 100 mg rilascio prolungato + 2 aghi;544,04;329,64;-;JANSSEN CILAG INTERNAT.N.V.;041004045;BHC;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 150MG 1 UNITA' USO PARENTERALE RP;XEPLION*1 siringa preriempita IM 150 mg rilascio prolungato + 2 aghi;680,04;412,04;-;JANSSEN CILAG INTERNAT.N.V.;041004058;BHD;;;;;;;;;;;;;;;;;
Paliperidone;PALIPERIDONE 75MG 1 UNITA' USO PARENTERALE RP;XEPLION*1 siringa preriempita IM 75 mg rilascio prolungato + 2 aghi;435,23;263,71;-;JANSSEN CILAG INTERNAT.N.V.;041004033;BHF;;;;;;;;;;;;;;;;;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;ALOXI*1 flacone EV 250 mcg 5 ml;107,25;64,98;-;HELSINN BIREX PHARMAC.LTD;036742017;BHI;;;;;;;;;;;;;;;;;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;TEVA ITALIA Srl;044109015;BHI;;;;;;;;;;;;;;;;;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;DR. REDDY'S Srl;044110017;BHI;;;;;;;;;;;;;;;;;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;ACCORD HEALTHCARE SLU;044886012;BHI;;;;;;;;;;;;;;;;;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;HIKMA FARMACEUTICA S.A.;044902017;BHI;;;;;;;;;;;;;;;;;
Panitumumab;PANITUMUMAB 100MG 5ML 1 UNITA' USO PARENTERALE;VECTIBIX*1 flaconcino EV 100 mg 5 ml 20 mg/ml;633,03;383,56;-;AMGEN EUROPE B.V.;038347011;BHK;;;;;;;;;;;;;;;;;
Panitumumab;PANITUMUMAB 400MG 20ML 1 UNITA' USO PARENTERALE;VECTIBIX*1 flaconcino EV 400 mg 20 ml 20 mg/ml;2.532,15;1.534,25;-;AMGEN EUROPE B.V.;038347035;BHL;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 1 UNITA' USO PARENTERALE;PANTOPRAZOLO*1 flaconcino soluz iniett 40 mg 10 ml;4,92;2,98;-;SUN PHARMACEUTICAL IND.EU.B.V.;044465019;BHM;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 1 UNITA' USO PARENTERALE;PANTOPRAZOLO*1 flacone 40 mg;4,92;2,98;-;SANDOZ GMBH;037838012;BHM;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconcini polv 40 mg;42,18;25,55;-;AUROBINDO PHARMA ITALIA Srl;044812030;HCH;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconi polv 40 mg;42,18;25,55;-;TEVA ITALIA Srl;041582038;HCH;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 20 UNITA' USO PARENTERALE;PANTOPRAZOLO*20 flaconcini 40 mg 10 ml;79,88;48,41;-;ACCORD HEALTHCARE SLU;043048038;HCI;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 1 UNITA' USO PARENTERALE;PANTOPRAZOLO*iniettabile 1 flacone 40 mg;4,92;2,98;-;SUN PHARMACEUTICAL IND.EU.B.V.;040184018;BHM;;;;;;;;;;;;;;;;;
Pantoprazolo;PANTOPRAZOLO 40MG 1 UNITA' USO PARENTERALE;PANTORC*1 flaconcino liof EV 40 mg;8,45;5,12;-;TAKEDA ITALIA SpA;031981020;BHM;;;;;;;;;;;;;;;;;
